*UNIQUE-ID,ACCESSION-1,NAME,SYNONYMS,PRODUCT-NAME,SWISS-PROT-ID,START-BASE,END-BASE,DIRECTION,GENE-TYPE,TU-COLOR,TU,Promoters,Sigma,Regulator_activate,Regulator_inhibit
EG10671,b0929,ompF,"nfxB,tolF,cmlB,cry",outer membrane porin F,P02931,985894,986982,-,P,10.0,"['TU0-45229', 'TU00050']","[['PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM0-46528'], ['PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM0-46528', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066', 'PM00066']]","['RPOS-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOS-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['DNA-binding transcriptional dual regulator Fur, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, EnvY, IHF, OmpR-P, PhoB-Pasp53', 'PhoB-Pasp53, OmpR-P, IHF, EnvY, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, DNA-binding transcriptional dual regulator Fur']","['MicF, RybB, CpxR-phosphorylated, IHF, OmpR-P, RstA-Pasp52', 'RybB, MicF, RstA-Pasp52, IHF, OmpR-P, CpxR-phosphorylated']"
G0-17105,b4830,aceK-int,,small RNA AceK-int,,4218879,4218963,+,R,,[],[],[],"['DNA-binding transcriptional dual regulator Fur, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, EnvY, IHF, OmpR-P, PhoB-Pasp53', 'PhoB-Pasp53, OmpR-P, IHF, EnvY, CRP-cyclic-AMP DNA-binding transcriptional dual regulator, DNA-binding transcriptional dual regulator Fur']","['MicF, RybB, CpxR-phosphorylated, IHF, OmpR-P, RstA-Pasp52', 'RybB, MicF, RstA-Pasp52, IHF, OmpR-P, CpxR-phosphorylated']"
EG12370,b1140,intE,"int(Lambda),ycfI",e14 prophage; putative integrase,P75969,1199679,1200806,-,P,11.0,['TU0-13148'],[[]],[],[None],[None]
EG12082,b2288,nuoA,,NADH:quinone oxidoreductase subunit A,P0AFC3,2404629,2405072,-,P,5.0,"['TU00448', 'TU00310']","[['PM00593', 'PM00593', 'PM00593', 'PM00593'], ['PM00592', 'PM00592', 'PM00592', 'PM00592', 'PM00592', 'PM00592', 'PM00592']]","[None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None]","['Fis', 'NarL-Pasp59']","['RyhB', 'RyhB, Fnr, ArcA-Pasp54, IHF']"
EG10673,b0565,ompT,,DLP12 prophage; omptin family outer membrane protease OmpT,P09169,584680,585633,-,P,8.0,"['TU0-7823', 'TU00264']","[['PM0-8203', 'PM0-8203'], []]","[None, None]","['PhoP-Pasp51', None]","['OmrB, OmrA', None]"
EG11903,b3944,yijF,,DUF1287 domain-containing protein YijF,P32668,4137040,4137657,-,P,5.0,['TU0-14090'],[[]],[],[None],[None]
EG11139,b1908,yecA,,uncharacterized Fe-binding protein YecA,P0AD05,1990954,1991619,-,P,2.0,['TU0-13450'],[[]],[],[None],[None]
EG10021,b4352,yjiA,,P-loop guanosine triphosphatase YjiA,P24203,4587909,4588865,-,P,1.0,['TU0-14208'],[['PM0-9803']],[None],[None],[None]
G7492,b2873,hyuA,ygeZ,phenylhydantoinase,Q46806,3010028,3011413,+,P,5.0,['TU0-13776'],[[]],[],[None],[None]
EG10060,b0396,araJ,araT,putative transport protein AraJ,P23910,411297,412481,-,P,10.0,['TU00099'],"[['PM00140', 'PM00140', 'PM00140', 'PM00140', 'PM00140']]","['RPOD-MONOMER', None, None, None, None]","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator, AraC-arabinose']",['CRP-cyclic-AMP DNA-binding transcriptional dual regulator']
EG10059,b4460,araH,"b1898,b1899",arabinose ABC transporter membrane subunit,P0AE26,1982554,1983540,-,P,5.0,"['TU0-45183', 'TU0-42451', 'TU00098']","[['PM0-46480', 'PM0-46480', 'PM0-46480', 'PM0-46480', 'PM0-46480', 'PM00139', 'PM00139', 'PM00139', 'PM00139', 'PM00139', 'PM0-46480'], ['PM0-46128'], ['PM0-46480', 'PM0-46480', 'PM0-46480', 'PM0-46480', 'PM0-46480', 'PM00139', 'PM00139', 'PM00139', 'PM00139', 'PM00139', 'PM00139']]","['RPOS-MONOMER', None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, 'RPOS-MONOMER', 'RPOS-MONOMER', None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None]","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator, AraC-arabinose', None, 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator, AraC-arabinose']","[None, None, None]"
EG11144,b2327,yfcA,,putative transporter YfcA,P0AD30,2444751,2445560,-,P,6.0,['TU0-13593'],[[]],[],[None],[None]
G6993,b1809,yoaB,,RutC family protein YoaB,P0AEB7,1893367,1893711,+,P,10.0,['TU0-13415'],[[]],[],[None],[None]
G7503,b4464,ghxQ,"b2885,ygfR,b2884,ygfQ",guanine/hypoxanthine transporter GhxQ,Q46817,3027121,3028488,+,P,1.0,['TU0-13783'],[[]],[],[None],[None]
G6533,b1026,insF4,tra5-3,IS3 element protein InsF,P0CF82,1094275,1095141,-,P,3.0,['TU0-13117'],[[]],[],[None],[None]
EG10064,b3959,argB,,acetylglutamate kinase,P0A6C8,4156013,4156789,+,P,3.0,['TU00004'],"[['PM00005', 'PM00005', 'PM00005', 'PM00006', 'PM00006']]","['RPOD-MONOMER', None, None, 'RPOD-MONOMER', None]",[None],['ArgR-arg']
G6382,b0713,pxpA,ybgL,5-oxoprolinase component A,P75746,745165,745899,+,P,1.0,"['TU0-8455', 'TU0-8454']","[['PM0-8842'], ['PM0-8841']]","[None, None]","[None, None]","[None, None]"
G6241,b0427,yajR,,putative transport protein YajR,P77726,445302,446666,-,P,3.0,['TU0-12925'],[['PM0-9979']],[None],[None],[None]
G0-10587,b4591,ybhU,,,,813114,813251,-,H,,[],[],[],[None],[None]
EG10796,b0522,purK,purE2,5-(carboxyamino)imidazole ribonucleotide synthase,P09029,551527,552594,-,P,11.0,['TU00082'],"[['PM00113', 'PM00113']]","['RPOD-MONOMER', None]",[None],['PurR-hypoxanthine']
EG11770,b0501,ybbD,b0500,putative uncharacterized protein YbbD,P33669,528640,529130,+,S,2.0,['TU0-12960'],[[]],[],[None],[None]
EG11332,b2498,upp,uraP,uracil phosphoribosyltransferase,P0A8F0,2620246,2620872,-,P,8.0,['TU00439'],"[['PM00589', 'PM00589']]","['RPOD-MONOMER', None]",['Fnr'],[None]
G2001,b1293,sapB,,putrescine ABC exporter membrane subunit SapB,P0AGH3,1354505,1355470,-,P,5.0,['TU0-13206'],[[]],[],[None],[None]
G0-16677,b4700,b4700,,,,607734,607792,+,H,,[],[],[],[None],[None]
EG11505,b1842,holE,,DNA polymerase III subunit &theta;,P0ABS8,1925108,1925338,+,P,3.0,['TU0-13433'],[[]],[],[None],[None]
EG10533,b4043,lexA,"exrA,spr,tsl,umuA",DNA-binding transcriptional repressor LexA,P0A7C2,4257115,4257723,+,P,7.0,['TU00037'],"[['PM00046', 'PM00046', 'PM00046']]","['RPOD-MONOMER', None, None]",[None],['LexA']
G6411,b0794,ybhF,,ABC exporter ATP binding subunit YbhF,P0A9U1,827245,828981,-,P,10.0,['TU0-13050'],"[['PM0-46366', 'PM0-46366']]","['RPOD-MONOMER', None]",[None],['CecR']
G6636,b1268,yciQ,yciP,DUF2207 domain-containing protein YciQ,P45848,1324746,1326641,+,P,6.0,['TU0-13194'],[['PM0-10029']],[None],[None],[None]
EG10780,b1308,pspE,,thiosulfate sulfurtransferase PspE,P23857,1369689,1370003,+,P,10.0,"['TU0-14550', 'TU0-14499', 'TU00326']","[['PM0-9833'], ['PM0-9778'], ['PM0-1983', 'PM0-1983', 'PM0-1981', 'PM0-1981', 'PM0-1981', 'PM0-1981']]","[None, None, 'RPOD-MONOMER', None, 'RPON-MONOMER', None, None, None]","[None, None, 'IHF, PspF']","[None, None, None]"
EG11211,b4155,epmA,"genX,poxA,yjeA",EF-P-lysine lysyltransferase,P0A8N7,4382643,4383620,+,P,2.0,['TU0-14146'],[['PM0-10186']],[None],[None],[None]
EG10125,b0435,bolA,,DNA binding transcriptional dual regulator BolA-phosphorylated,,454472,454789,+,P,6.0,"['TU0-45284', 'TU0-14251', 'TU00386']","[['PM0-46587', 'PM0-46587', 'PM0-46587', 'PM00527', 'PM00527', 'PM0-46587'], ['PM0-9325'], ['PM0-46587', 'PM0-46587', 'PM0-46587', 'PM00527', 'PM00527', 'PM00527']]","['RPOS-MONOMER', None, None, 'RPOD-MONOMER', None, None, 'RPOD-MONOMER', 'RPOS-MONOMER', None, None, 'RPOD-MONOMER', None, None]","['ppGpp', None, None]","['OmpR-P, H-NS', None, 'H-NS, OmpR-P']"
EG12233,b3497,rsmJ,yhiQ,16S rRNA m<sup>2</sup>G1516 methyltransferase,P68567,3642380,3643132,-,P,5.0,['TU0-13957'],[['PM0-9720']],['RPOH-MONOMER'],[None],[None]
EG11908,b3949,frwC,yijJ,putative PTS enzyme IIC component FrwC,P32672,4142530,4143609,+,P,7.0,['TU0-14092'],[[]],[],[None],[None]
EG12702,b0901,ycaK,,putative oxidoreductase YcaK,P43340,949668,950258,+,P,5.0,['TU0-8673'],[[]],[],[None],[None]
EG11821,b0451,amtB,ybaG,ammonium transporter,P69681,472966,474252,+,P,8.0,['TU587'],"[['PM687', 'PM687', 'PM687', 'PM687', 'PM687', 'PM687', 'PM687']]","['RPON-MONOMER', None, None, None, None, None, None]","['DNA-binding transcriptional dual regulator Fur, Fnr, NtrC phosphorylated dimer, GadX']","['DNA-binding transcriptional dual regulator Fur, Fnr']"
G6623,b1194,ycgR,,flagellar brake protein YcgR,P76010,1243793,1244527,-,P,2.0,['TU0-1548'],"[['PM0-1729', 'PM0-1729']]","['EG11355-MONOMER', None]",['FlhDC'],[None]
EG12054,b2196,ccmF,yejR,holocytochrome <I>c</I> synthase CcmF component,P33927,2292961,2294904,-,P,8.0,"['TU0-5261', 'TU363', 'TU00305']","[['PM0-5501'], ['PM444', 'PM444', 'PM444', 'PM444', 'PM444', 'PM444', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM444'], ['PM444', 'PM444', 'PM444', 'PM444', 'PM444', 'PM444', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125', 'PM125']]","['RPOD-MONOMER', 'RPOD-MONOMER', None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None]","[None, 'ModE-MoO42-, FlhDC', 'Fnr, ModE-MoO42-, NarP-Pasp59, FlhDC']","[None, 'NarL-Pasp59, NarP-Pasp59', 'NarL-Pasp59']"
EG10423,b2231,gyrA,"hisW,nalA,nfxA,norA,parD",DNA gyrase subunit A,P0AES4,2336793,2339420,-,P,10.0,['TU00140'],"[['PM00192', 'PM00192', 'PM00192', 'PM00192', 'PM00192', 'PM00192']]","['RPOD-MONOMER', None, None, None, None, None]","['CspA, CRP-cyclic-AMP DNA-binding transcriptional dual regulator']",['Fis']
G6973,b1787,yeaK,,mischarged aminoacyl-tRNA deacylase,P64483,1873574,1874077,+,P,2.0,['TU0-13403'],[[]],[],[None],[None]
G7254,b2392,mntH,"mntA,yfeP",Mn(2+):H(+) symporter,P0A769,2511468,2512706,-,P,8.0,['TU0-7321'],"[['PM0-7661', 'PM0-7661', 'PM0-7661', 'PM0-7661', 'PM0-7661']]","['RPOD-MONOMER', None, None, None, None]",['OxyR'],"['DNA-binding transcriptional dual regulator Fur, MntR']"
G6221,b0370,ykiB,,,,389897,390115,-,H,,[],[],[],['OxyR'],"['DNA-binding transcriptional dual regulator Fur, MntR']"
EG12770,b3139,agaC,yraE,cryptic galactosamine-specific PTS enzyme IIC component,P42910,3284685,3285488,+,P,4.0,['TU0-6583'],"[['PM0-6883', 'PM0-6883', 'PM0-6883', 'PM0-6883', 'PM0-6883', 'PM0-6883', 'PM0-6883']]","['RPOD-MONOMER', None, None, None, None, None, None]",[None],['AgaR']
G6604,b1164,ycgZ,,putative two-component system connector protein YcgZ,P75991,1215789,1216025,+,P,2.0,"['TU0-45166', 'TU0-14762', 'TU0-13160']","[['PM0-46467', 'PM0-46467', 'PM0-46467'], ['PM0-10543', 'PM0-10543', 'PM0-10543'], []]","['RPOS-MONOMER', None, None, 'RPOD-MONOMER', None, None]","['MarA', 'MarA', None]","['BluR', 'BluR', None]"
G7191,b2299,yfcD,,putative Nudix hydrolase YfcD,P65556,2418634,2419176,-,P,2.0,['TU0-13585'],[['PM0-9755']],[None],[None],[None]
EG10229,b2321,flk,div,putative flagella assembly protein,P15286,2437950,2438945,+,P,2.0,['TU0-5184'],[['PM00406']],[None],[None],[None]
G7650,b3156,yhbS,,putative <i>N</i>-acetyltransferase YhbS,P63417,3300255,3300758,-,P,6.0,"['TU0-14656', 'TU0-13877']","[['PM0-10131', 'PM0-10131', 'PM0-10131'], ['PM0-10130']]","[None, None, None, None]","[None, None]","['CsgD', None]"
EG11790,b2050,wcaI,yefD,colanic acid biosynthesis fucosyltransferase WcaI,P32057,2124523,2125746,-,P,6.0,['TU0-13499'],[[]],[],[None],[None]
G7837,b4149,blc,yjeL,outer membrane lipocalin protein,P0A901,4377189,4377722,-,P,10.0,['TU0-6484'],[['PM524']],['RPOS-MONOMER'],['ppGpp'],[None]
EG10828,b3700,recF,uvrF,recombination mediator protein RecF,P0A7H0,3880148,3881221,-,P,4.0,"['TU0-45267', 'TU0-45196', 'TU0-45187', 'TU0-3302', 'TU0-3301', 'TU0-1196', 'TU0-1195', 'TU0-1194', 'TU0-1193', 'TU593', 'TU00259']","[['PM0-46570'], ['PM0-46496'], ['PM0-46485'], ['PM00459'], ['PM00458'], ['PM00461'], ['PM00462'], ['PM00463'], ['PM00464'], ['PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00466', 'PM00466', 'PM00466', 'PM00466', 'PM00466', 'PM00465'], ['PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00465', 'PM00466', 'PM00466', 'PM00466', 'PM00466', 'PM00466', 'PM00466']]","['RPOS-MONOMER', 'RPOS-MONOMER', 'RPOS-MONOMER', None, None, 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, 'DnaA-ATP', 'ArgP']","[None, None, None, None, None, None, None, None, None, 'Fis, ppGpp, DnaA-ATP', 'ppGpp, DnaA-ATP']"
G6360,b0656,insH3,"trs5-3,yi52_3",IS<i>5</i> transposase and trans-activator,P0CE51,687997,688977,-,P,7.0,['TU0-13015'],[[]],[],[None],[None]
EG11238,b0773,ybhB,,putative kinase inhibitor,P12994,807433,807909,-,P,11.0,['TU0-13046'],[[]],[],[None],[None]
EG10662,b1633,nth,,endonuclease III,P0AB83,1711523,1712158,+,P,6.0,"['TU0-8458', 'TU0-8456']","[['PM0-8845'], ['PM0-8843']]","[None, None]","[None, None]","['DNA-binding transcriptional dual regulator Fur', None]"
EG10919,b0023,rpsT,"supS,sup(s20),supS20",30S ribosomal subunit protein S20,P0A7U7,20815,21078,-,P,6.0,"['TU0-7844', 'TU0-7842']","[['PM0-8224', 'PM0-8224'], ['PM0-8222', 'PM0-8222']]","[None, None, None, None]","[None, None]","['DksA-ppGpp', 'DksA-ppGpp']"
G7917,b4307,yjhQ,,KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ,P39368,4533239,4533784,-,P,6.0,['TU0-14195'],[[]],[],[None],[None]
G7381,b2646,ypjF,lfgE,CP4-57 prophage; toxin of the YpjF-YfjZ toxin-antitoxin system,Q46953,2777453,2777782,+,P,7.0,['TU0-13699'],[['PM0-46641']],[None],[None],['MqsA']
G7322,b2519,pbpC,yfgN,peptidoglycan glycosyltransferase PbpC,P76577,2645013,2647325,-,P,1.0,['TU0-13652'],[['PM0-10100']],[None],[None],[None]
G0-10605,b4615,yibV,,PF15596 family protein YibV,A5A625,3769345,3769680,+,P,,[],[],[],[None],[None]
EG11431,b2398,yfeC,,DNA-binding transcriptional dual regulator YfeC,P0AD37,2518467,2518811,+,P,2.0,['TU0-42504'],[['PM0-46218']],[None],[None],[None]
EG10820,b1951,rcsA,cpsR,DNA-binding transcriptional activator RcsA,P0DMC9,2023968,2024591,+,P,1.0,['TU00486'],"[['PM00636', 'PM00636', 'PM00636', 'PM00636', 'PM00636']]","['RPOD-MONOMER', None, None, None, None]","['GadE, RcsAB']",['H-NS']
G6736,b1420,mokB,,putative regulatory protein MokB,P76096,1491962,1492129,-,P,10.0,['TU0-13256'],[[]],[],['CRP-cyclic-AMP DNA-binding transcriptional dual regulator'],[None]
EG12043,b2187,yejL,,DUF1414 domain-containing protein YejL,P0AD24,2284129,2284356,+,P,4.0,['TU0-13558'],[[]],[],[None],[None]
EG30063,b4439,micF,stc,small regulatory RNA MicF,,2313084,2313176,+,R,4.0,"['TU0-45164', 'TU0-2644']","[['PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM0-46465'], ['PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM0-46465', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00401', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00630', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00065', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00631', 'PM00401']]","['RPOS-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOS-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'RPOD-MONOMER', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['OmpR-P, Rob, HU, SoxS, MarA', 'MarA, SoxS, HU, Rob, OmpR-P']","['IHF, H-NS, Lrp-leu, Lrp, AcrR', 'AcrR, Lrp-leu, Lrp, H-NS, IHF']"
G7593,b3070,nfeF,yqjH,NADPH-dependent Fe(3+)-chelate reductase,Q46871,3215727,3216491,-,P,10.0,['TU0-8327'],"[['PM0-36183', 'PM0-36183', 'PM0-36183', 'PM0-36183', 'PM0-36183']]","['RPOD-MONOMER', None, None, None, None]",[None],"['DNA-binding transcriptional dual regulator Fur, NfeR']"
EG10376,b3740,rsmG,gidB,16S rRNA m<sup>7</sup>G527 methyltransferase,P0A6U5,3923057,3923680,-,P,8.0,"['TU0-45168', 'TU0-42479', 'TU0-14029']","[['PM0-46469', 'PM0-46469'], [], ['PM0-46184']]","['RPOS-MONOMER', None, 'RPOD-MONOMER']","[None, None, None]","['ppGpp', None, None]"
EG11747,b0131,panD,,PanD &beta; cleavage product,,146314,146694,-,P,9.0,"['TU0-42600', 'TU0-8486']","[['PM0-46355'], ['PM0-36223']]","['RPOD-MONOMER', None]","[None, None]","[None, None]"
EG10432,b0154,hemL,"gsa,popC","glutamate-1-semialdehyde 2,1-aminomutase",P23893,173602,174882,-,P,10.0,"['TU0-14806', 'TU0-14805', 'TU0-7806']","[['PM0-10531'], ['PM0-10530'], ['PM0-8186', 'PM0-8186', 'PM0-8186']]","['EG11355-MONOMER', 'EG11355-MONOMER', 'EG11355-MONOMER', None, None]","[None, None, 'PhoP-Pasp51']","[None, None, 'PdhR']"
EG12431,b1299,puuR,ycjC,DNA-binding transcriptional repressor PuuR,P0A9U6,1361911,1362468,+,P,8.0,['TU0-13210'],"[['PM0-10033', 'PM0-10033', 'PM0-10033', 'PM0-10033', 'PM0-10033', 'PM0-10033', 'PM0-10033']]","['RPOS-MONOMER', None, None, None, None, None, None]",[None],"['CRP-cyclic-AMP DNA-binding transcriptional dual regulator, PuuR, ArcA-Pasp54']"
G6748,b1437,b1437,,,,1509250,1509447,-,H,,[],[],[],[None],"['CRP-cyclic-AMP DNA-binding transcriptional dual regulator, PuuR, ArcA-Pasp54']"
G6966,b1780,yeaD,yzzQ,putative aldose 1-epimerase YeaD,P39173,1863850,1864734,+,P,7.0,"['TU0-4904', 'TU0-13398']","[['PM00380', 'PM00380', 'PM00380'], []]","['RPOH-MONOMER', None, None]","[None, None]","['Cra', None]"
G7692,b3254,b3254,,,,3404516,3404617,-,H,,[],[],[],"[None, None]","['Cra', None]"
EG11186,b3562,yiaA,,PF05360 family inner membrane protein YiaA,P0ADJ8,3726924,3727361,-,P,1.0,['TU0-13982'],[['PM0-9845']],['RPOH-MONOMER'],[None],[None]
G7001,b1825,yebO,,uncharacterized protein YebO,P64499,1908261,1908548,-,P,10.0,['TU0-13423'],[[]],[],[None],[None]
EG10184,b1275,cysB,,DNA-binding transcriptional dual regulator CysB,P0A9F3,1333855,1334829,+,P,1.0,['TU00077'],"[['PM00106', 'PM00106', 'PM00106']]","['RPOD-MONOMER', None, None]",['PhoP-Pasp51'],['CysB']
G7200,b2325,yfcL,,PF08891 family protein YfcL,P64540,2443891,2444169,-,P,6.0,['TU0-13593'],[[]],[],[None],[None]
G6252,b0457,pdeB,ylaB,cyclic di-GMP phosphodiesterase PdeB,P77473,477067,478617,-,P,3.0,['TU0-12940'],[[]],[],[None],[None]
EG11364,b3720,bglH,yieC,cryptic carbohydrate-specific outer membrane porin,P26218,3900604,3902220,-,P,3.0,['TU0-14028'],[[]],[],[None],[None]
EG11891,b2008,yeeA,,putative transporter YeeA,P33011,2079533,2080591,-,P,9.0,['TU0-13486'],[[]],[],[None],[None]
EG11837,b3871,bipA,"typA,yihK",50S ribosomal subunit assembly factor BipA,P0DTT0,4058407,4060230,+,P,2.0,['TU0-14061'],[[]],[],[None],[None]
EG12153,b1469,narU,yddF,nitrate/nitrite transporter NarU,P37758,1542672,1544060,-,P,5.0,"['TU0-194009', 'TU0-2661', 'TU0-2649']","[[], ['PM0-2841'], ['PM0-2829']]","['RPOS-MONOMER', 'RPOD-MONOMER']","['OmpR-P', None, 'ppGpp']","[None, None, None]"
EG10956,b1272,sohB,,S49 peptidase family protein,P0AG14,1329332,1330381,+,P,9.0,"['TU0-45253', 'TU0-962', 'TU0-961']","[['PM0-46555', 'PM0-1121', 'PM0-46555'], ['PM0-1122', 'PM0-1122'], ['PM0-46555', 'PM0-1121', 'PM0-1121']]","['RPOS-MONOMER', 'RPOD-MONOMER', None, 'RPOD-MONOMER', None, 'RPOS-MONOMER', 'RPOD-MONOMER', None]","[None, None, None]","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator', 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator', 'CRP-cyclic-AMP DNA-binding transcriptional dual regulator']"
EG10007,b2307,hisM,,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisM",P0AEU3,2424517,2425233,-,P,8.0,"['TU0-14415', 'TU0-3581']","[['PM0-9577', 'PM0-9577', 'PM0-9577', 'PM0-9577'], ['PM0-3781', 'PM0-3781', 'PM0-3781', 'PM0-3781']]","['RPOD-MONOMER', None, None, None, 'RPON-MONOMER', None, None, None]","['H-NS', 'NtrC phosphorylated dimer']","['ArgR-arg', 'ppGpp']"
G0-16733,b4738,ymgK,,protein YmgK,P0DPN8,1212260,1212304,-,P,,[],[],[],"['H-NS', 'NtrC phosphorylated dimer']","['ArgR-arg', 'ppGpp']"
G7430,b2760,casA,"ygcL,cse1",type I-E CRISPR system Cascade subunit CasA,Q46901,2882630,2884138,-,P,5.0,['TU0-13725'],"[['PM0-10544', 'PM0-10544', 'PM0-10544', 'PM0-10544', 'PM0-10544', 'PM0-10544', 'PM0-10544', 'PM0-10544', 'PM0-10544']]","['RPOD-MONOMER', None, None, None, None, None, None, None, None]","['StpA, SlyA, LeuO']","['CRP-cyclic-AMP DNA-binding transcriptional dual regulator, H-NS']"
EG10752,b1123,potD,,spermidine preferential ABC transporter periplasmic binding protein,P0AFK9,1181783,1182829,-,P,10.0,['TU00321'],[[]],[],[None],[None]
G6142,b0270,yagG,,CP4-6 prophage; putative D-xylonate transporter YagG,P75683,285395,286777,+,P,2.0,['TU0-12868'],[[]],[],[None],[None]
