,genes_name,genes_id,product,locus_tag
588,yagK,G6148,uncharacterized protein YagK,b0277
589,yagL,G6149,,b0278
590,yagL,G6149,resolvase-like catalytic domain-containing protein YagL,b0278
591,yagM,G6150,,b0279
592,yagM,G6150,protein YagM,b0279
593,ykgV,G0-16724,,b4729
594,ykgV,G0-16724,protein YkgV,b4729
595,yagN,G6151,,b0280
596,yagN,G6151,protein YagN,b0280
597,intF,G6152,,b0281
598,intF,G6152,putative phage integrase,b0281
599,yagP,G6153,,b0282
600,yagP,G6153,putative LysR family substrate binding domain-containing protein YagP,b0282
601,paoD,G6154,,b0283
602,paoD,G6154,molybdenum cofactor insertion chaperone PaoD,b0283
603,paoC,G6155,,b0284
604,paoC,G6155,aldehyde dehydrogenase: molybdenum cofactor-binding subunit,b0284
605,paoB,G6156,,b0285
606,paoB,G6156,"aldehyde dehydrogenase, FAD-binding subunit",b0285
607,paoA,G6157,,b0286
608,paoA,G6157,"aldehyde dehydrogenase, Fe-S subunit",b0286
609,yagU,G6158,,b0287
610,yagU,G6158,DUF1440 domain-containing inner membrane protein YagU,b0287
611,ykgJ,G6159,,b0288
612,ykgJ,G6159,putative metal-chelating domain-containing protein YkgJ,b0288
613,ecpE,G6160,,b0289
614,ecpE,G6160,putative fimbrial chaperone EcpE,b0289
615,ecpD,G6161,,b0290
616,ecpD,G6161,fimbrial adhesin EcpD,b0290
617,ecpC,G6162,,b0291
618,ecpC,G6162,putative fimbrial usher protein EcpC,b0291
619,ecpB,G6163,,b0292
620,ecpB,G6163,putative fimbrial chaperone EcpB,b0292
621,ecpA,G6164,,b0293
622,ecpA,G6164,common pilus major subunit,b0293
623,matA,G6165,,b0294
624,matA,G6165,DNA-binding transcriptional dual regulator MatA,b0294
625,ykgL,G6166,,b0295
626,ykgL,G6166,uncharacterized protein YkgL,b0295
627,ykgO,G0-10434,,b4506
628,ykgO,G0-10434,50S ribosomal subunit protein L36B,b4506
629,ykgM,G6167,,b0296
630,ykgM,G6167,50S ribosomal subunit protein L31B,b0296
631,ykgR,G0-10654,,b4671
632,ykgR,G0-10654,putative membrane protein YkgR,b4671
633,ykgP,G0-16716,,b4630
634,eaeH,EG12161,,b0297
635,insE1,G6168,,b0298
636,insE1,G6168,IS3 element protein InsE,b0298
637,insF1,G6169,,b0299
638,insF1,G6169,IS3 element protein InsF,b0299
639,ykgA,G6170,,b0300
640,ykgQ,G0-10682,,b4631
641,rclC,G6171,,b0301
642,rclC,G6171,DUF417 domain-containing inner membrane protein RclC,b0301
643,rclB,G6173,,b0303
644,rclB,G6173,DUF1471 domain-containing protein RclB,b0303
645,rclA,G6174,,b0304
646,rclA,G6174,cupric reductase RclA,b0304
647,rclR,G6175,,b0305
648,rclR,G6175,DNA-binding transcriptional activator RclR,b0305
649,ykgE,G6176,,b0306
650,ykgE,G6176,putative lactate utilization oxidoreductase YkgE,b0306
651,ykgF,G6177,,b0307
652,ykgF,G6177,putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain,b0307
653,ykgG,G6178,,b0308
654,ykgG,G6178,DUF162 domain-containing lactate utilization protein YkgG,b0308
655,ykgH,G6180,,b0310
656,ykgH,G6180,uncharacterized protein YkgH,b0310
657,betA,EG10109,,b0311
658,betA,EG10109,choline dehydrogenase,b0311
659,betB,EG10110,,b0312
660,betB,EG10110,betaine aldehyde dehydrogenase,b0312
661,betI,EG10111,,b0313
662,betI,EG10111,DNA-binding transcriptional repressor BetI,b0313
663,betT,EG10112,,b0314
664,betT,EG10112,choline:H(+) symporter,b0314
665,yahV,G0-16725,,b4730
666,yahV,G0-16725,protein YahV,b4730
667,pdeL,EG11236,,b0315
668,pdeL,EG11236,DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL,b0315
669,yahB,G6181,,b0316
670,yahB,G6181,putative LysR-type DNA-binding transcriptional regulator YahB,b0316
671,yahC,G6182,,b0317
672,yahC,G6182,uncharacterized protein YahC,b0317
673,yahD,G6183,,b0318
674,yahD,G6183,ankyrin repeat-containing protein YahD,b0318
675,yahE,G6184,,b0319
676,yahE,G6184,DUF2877 domain-containing protein YahE,b0319
677,yahF,G6185,,b0320
678,yahF,G6185,putative acyl-CoA synthetase YahF,b0320
679,yahG,G6186,,b0321
680,yahG,G6186,DUF1116 domain-containing protein YahG,b0321
681,yahH,G0-10550,,b0322
682,yahH,G0-10550,putative uncharacterized protein YahH,b0322
683,yahI,G6188,,b0323
684,yahI,G6188,carbamate kinase-like protein YahI,b0323
685,yahJ,G6189,,b0324
686,yahJ,G6189,amidohydrolase family protein YahJ,b0324
687,yahK,G6190,,b0325
688,yahK,G6190,"aldehyde reductase, NADPH-dependent",b0325
689,yahL,G6191,,b0326
690,yahL,G6191,uncharacterized protein YahL,b0326
691,yahM,G6192,,b0327
692,yahM,G6192,uncharacterized protein YahM,b0327
693,yahN,G6193,,b0328
694,yahN,G6193,putative amino acid exporter YahN,b0328
695,yahO,G6194,,b0329
696,yahO,G6194,DUF1471 domain-containing protein YahO,b0329
697,prpR,G6195,,b0330
698,prpR,G6195,DNA-binding transcriptional dual regulator PrpR,b0330
699,prpB,G6196,,b0331
700,prpB,G6196,2-methylisocitrate lyase,b0331
701,prpC,G6198,,b0333
702,prpC,G6198,2-methylcitrate synthase,b0333
703,prpD,G6199,,b0334
704,prpD,G6199,2-methylcitrate dehydratase,b0334
705,prpE,G6200,,b0335
706,prpE,G6200,propionyl-CoA synthetase,b0335
707,codB,EG11327,,b0336
708,codB,EG11327,cytosine transporter,b0336
709,codA,EG11326,,b0337
710,codA,EG11326,cytosine/isoguanine deaminase,b0337
711,cynR,EG11421,,b0338
712,cynR,EG11421,DNA-binding transcriptional dual regulator CynR,b0338
713,cynT,EG10176,,b0339
714,cynT,EG10176,carbonic anhydrase 1,b0339
715,cynS,EG10175,,b0340
716,cynS,EG10175,cyanase,b0340
717,cynX,EG10177,,b0341
718,cynX,EG10177,cyanate transporter,b0341
719,lacA,EG10524,,b0342
720,lacA,EG10524,galactoside O-acetyltransferase,b0342
721,lacY,EG10526,,b0343
722,lacY,EG10526,lactose permease,b0343
723,lacZ,EG10527,,b0344
724,lacZ,EG10527,beta-galactosidase,b0344
725,lacI,EG10525,,b0345
726,lacI,EG10525,DNA-binding transcriptional repressor LacI,b0345
727,mhpR,G6201,,b0346
728,mhpR,G6201,DNA-binding transcriptional activator MhpR,b0346
729,mhpA,M010,,b0347
730,mhpA,M010,3-(3-hydroxyphenyl)propanoate hydroxylase,b0347
731,mhpB,M011,,b0348
732,mhpB,M011,"3-carboxyethylcatechol 2,3-dioxygenase",b0348
733,mhpC,M012,,b0349
734,mhpC,M012,"2-hydroxy-6-ketonona-2,4-dienedioate hydrolase",b0349
735,mhpD,M013,,b0350
736,mhpD,M013,2-hydroxypentadienoate hydratase,b0350
737,mhpF,M014,,b0351
738,mhpF,M014,acetaldehyde dehydrogenase (acetylating) MhpF,b0351
739,mhpE,G6205,,b0352
740,mhpE,G6205,4-hydroxy-2-oxovalerate aldolase,b0352
741,mhpT,G6206,,b0353
742,mhpT,G6206,3-hydroxyphenylpropionate/3- hydroxycinnamate:H(+) symporter,b0353
743,yaiL,G6207,,b0354
744,yaiL,G6207,DUF2058 domain-containing protein YaiL,b0354
745,frmB,G6208,,b0355
746,frmB,G6208,S-formylglutathione hydrolase FrmB,b0355
747,frmA,EG50010,,b0356
748,frmA,EG50010,S-(hydroxymethyl)glutathione dehydrogenase,b0356
749,frmR,G6209,,b0357
750,frmR,G6209,DNA-binding transcriptional repressor FrmR,b0357
751,yaiO,G6210,,b0358
752,yaiO,G6210,outer membrane protein YaiO,b0358
753,yaiX,G6214,,b4579
754,yaiX,G6214,"putative acyltransferase, N-terminal fragment",b4579
755,yaiX,G6211,,b4579
756,insC1,G6212,,b0360
757,insC1,G6212,IS2 element protein InsA,b0360
758,insD1,G6213,,b0361
759,insD1,G6213,IS2 element protein,b0361
760,yaiX,GFRAG0-5,,b4579
761,yaiP,G6215,,b0363
762,yaiP,G6215,putative glucosyltransferase,b0363
763,ykiC,G0-16726,,b4731
764,ykiC,G0-16726,protein YkiC,b4731
765,yaiS,G6216,,b0364
766,yaiS,G6216,putative deacetylase YaiS,b0364
767,tauA,G6217,,b0365
768,tauA,G6217,taurine ABC transporter periplasmic binding protein,b0365
769,tauB,G6218,,b0366
770,tauB,G6218,taurine ABC transporter ATP binding subunit,b0366
771,tauC,G6219,,b0367
772,tauC,G6219,taurine ABC transporter membrane subunit,b0367
773,tauD,EG12423,,b0368
774,tauD,EG12423,taurine dioxygenase,b0368
775,hemB,EG10428,,b0369
776,hemB,EG10428,porphobilinogen synthase,b0369
777,yaiT,G6222,,b4580
778,yaiT,G6222,putative autotransporter YaiT,b4580
779,yaiT,GFRAG0-22,,b4580
780,ytiB,G0-17013,,b4767
781,ytiB,G0-17013,protein YtiB,b4767
782,insF2,G6223,,b0372
783,insF2,G6223,IS3 element protein InsF,b0372
784,insE2,G6224,,b0373
785,insE2,G6224,IS3 element protein InsE,b0373
786,yaiT,G6225,,b4580
787,iprA,G6226,,b0375
788,iprA,G6226,putative DNA-binding transcriptional regulator IprA,b0375
789,ampH,EG12867,,b0376
790,ampH,EG12867,peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase,b0376
791,sbmA,EG10928,,b0377
792,sbmA,EG10928,peptide antibiotic/peptide nucleic acid transporter,b0377
793,yaiW,G6227,,b0378
794,yaiW,G6227,surface-exposed outer membrane lipoprotein,b0378
795,yaiY,G6228,,b0379
796,yaiY,G6228,DUF2755 domain-containing inner membrane protein YaiY,b0379
797,yaiZ,G6229,,b0380
798,yaiZ,G6229,DUF2754 domain-containing protein YaiZ,b0380
799,ddlA,EG10213,,b0381
800,ddlA,EG10213,D-alanine--D-alanine ligase A,b0381
801,iraP,EG11256,,b0382
802,iraP,EG11256,anti-adaptor protein IraP,b0382
803,phoA,EG10727,,b0383
804,phoA,EG10727,alkaline phosphatase,b0383
805,psiF,EG11401,,b0384
806,psiF,EG11401,phosphate starvation-inducible protein PsiF,b0384
807,dgcC,EG11257,,b0385
808,dgcC,EG11257,diguanylate cyclase DgcC,b0385
809,proC,EG10769,,b0386
810,proC,EG10769,pyrroline-5-carboxylate reductase,b0386
811,yaiI,G6230,,b0387
812,yaiI,G6230,DUF188 domain-containing protein YaiI,b0387
813,aroL,EG10082,,b0388
814,aroL,EG10082,shikimate kinase 2,b0388
815,yaiA,EG11093,,b0389
816,yaiA,EG11093,protein YaiA,b0389
817,aroM,EG10083,,b0390
818,aroM,EG10083,protein AroM,b0390
819,ppnP,EG12159,,b0391
820,ppnP,EG12159,nucleoside phosphorylase PpnP,b0391
821,ykiA,G6231,,b0392
822,ykiD,G0-16727,,b4732
823,ykiD,G0-16727,protein YkiD,b4732
824,rdgC,EG12158,,b0393
825,rdgC,EG12158,nucleoid-associated protein RdgC,b0393
826,mak,EG11288,,b0394
827,mak,EG11288,fructokinase,b0394
828,araJ,EG10060,,b0396
829,araJ,EG10060,putative transport protein AraJ,b0396
830,sbcC,EG10927,,b0397
831,sbcC,EG10927,ATP-dependent structure-specific DNA nuclease - SbcC subunit,b0397
832,sbcD,EG11094,,b0398
833,sbcD,EG11094,ATP-dependent structure-specific DNA nuclease - SbcD subunit,b0398
834,phoB,EG10728,,b0399
835,phoB,EG10728,DNA-binding transcriptional dual regulator PhoB,b0399
836,phoR,EG10733,,b0400
837,phoR,EG10733,sensor histidine kinase PhoR,b0400
838,brnQ,EG12168,,b0401
839,brnQ,EG12168,branched chain amino acid transporter BrnQ,b0401
840,proY,G6233,,b0402
841,proY,G6233,putative transporter ProY,b0402
842,malZ,EG10565,,b0403
843,malZ,EG10565,maltodextrin glucosidase,b0403
844,acpH,EG11095,,b0404
845,acpH,EG11095,acyl carrier protein phosphodiesterase,b0404
846,queA,EG10812,,b0405
847,queA,EG10812,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase,b0405
848,tgt,EG10996,,b0406
849,tgt,EG10996,tRNA-guanine transglycosylase,b0406
850,yajC,EG11096,,b0407
851,yajC,EG11096,Sec translocon accessory complex subunit YajC,b0407
852,secD,EG10938,,b0408
853,secD,EG10938,Sec translocon accessory complex subunit SecD,b0408
854,secF,EG10940,,b0409
855,secF,EG10940,Sec translocon accessory complex subunit SecF,b0409
856,yajD,EG11097,,b0410
857,yajD,EG11097,HNH nuclease family protein YajD,b0410
858,tsx,EG11035,,b0411
859,tsx,EG11035,nucleoside-specific channel-forming protein Tsx,b0411
860,yajI,EG12874,,b0412
861,yajI,EG12874,putative lipoprotein YajI,b0412
862,nrdR,EG11320,,b0413
863,nrdR,EG11320,NrdR transcriptional repressor,b0413
864,ribD,EG11321,,b0414
865,ribD,EG11321,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase,b0414
866,ribE,EG11322,,b0415
867,ribE,EG11322,"6,7-dimethyl-8-ribityllumazine synthase",b0415
868,nusB,EG10666,,b0416
869,nusB,EG10666,transcription antitermination protein NusB,b0416
870,thiL,G6234,,b0417
871,thiL,G6234,thiamine monophosphate kinase,b0417
872,pgpA,EG10704,,b0418
873,pgpA,EG10704,phosphatidylglycerophosphatase A,b0418
874,yajO,G6236,,b0419
875,yajO,G6236,1-deoxyxylulose-5-phosphate synthase YajO,b0419
876,dxs,G6237,,b0420
877,dxs,G6237,1-deoxy-D-xylulose-5-phosphate synthase,b0420
878,ispA,EG10508,,b0421
879,ispA,EG10508,geranyl diphosphate/farnesyl diphosphate synthase,b0421
880,xseB,EG11098,,b0422
881,xseB,EG11098,exodeoxyribonuclease VII subunit XseB,b0422
882,thiI,G6238,,b0423
883,thiI,G6238,tRNA uridine 4-sulfurtransferase,b0423
884,yajL,G198,,b0424
885,yajL,G198,protein/nucleic acid deglycase 3,b0424
886,panE,G6239,,b0425
887,panE,G6239,2-dehydropantoate 2-reductase,b0425
888,yajQ,G6240,,b0426
889,yajQ,G6240,nucleotide binding protein YajQ,b0426
890,yajR,G6241,,b0427
891,yajR,G6241,putative transport protein YajR,b0427
892,cyoE,EG10182,,b0428
893,cyoE,EG10182,heme O synthase,b0428
894,cyoD,EG10181,,b0429
895,cyoD,EG10181,cytochrome bo3 subunit 4,b0429
896,cyoC,EG10180,,b0430
897,cyoC,EG10180,cytochrome bo3 subunit 3,b0430
898,cyoB,EG10179,,b0431
899,cyoB,EG10179,cytochrome bo3 subunit 1,b0431
900,cyoA,EG10178,,b0432
901,cyoA,EG10178,cytochrome bo3 subunit 2,b0432
902,ampG,EG12183,,b0433
903,ampG,EG12183,muropeptide:H(+) symporter,b0433
904,yajG,EG12182,,b0434
905,yajG,EG12182,putative lipoprotein YajG,b0434
906,bolA,EG10125,,b0435
907,bolA,EG10125,DNA-binding transcriptional dual regulator BolA,b0435
908,tig,EG11003,,b0436
909,tig,EG11003,trigger factor,b0436
910,clpP,EG10158,,b0437
911,clpP,EG10158,ATP-dependent Clp protease proteolytic subunit,b0437
912,clpX,EG10159,,b0438
913,clpX,EG10159,ATP-dependent Clp protease ATP-binding subunit ClpX,b0438
914,lon,EG10542,,b0439
915,lon,EG10542,Lon protease,b0439
916,hupB,EG10467,,b0440
917,hupB,EG10467,DNA-binding protein HU-beta,b0440
918,ppiD,G6242,,b0441
919,ppiD,G6242,periplasmic folding chaperone,b0441
920,ybaV,G6243,,b0442
921,ybaV,G6243,helix-hairpin-helix 3 family protein,b0442
922,fadM,G6244,,b0443
923,fadM,G6244,long-chain acyl-CoA thioesterase FadM,b0443
924,queC,G6245,,b0444
925,queC,G6245,7-cyano-7-deazaguanine synthase,b0444
926,ybaE,EG13217,,b0445
927,ybaE,EG13217,uncharacterized protein YbaE,b0445
928,cof,G6246,,b0446
929,cof,G6246,HMP-PP phosphatase,b0446
930,decR,G6247,,b0447
931,decR,G6247,DNA-binding transcriptional activator DecR,b0447
932,mdlA,G6248,,b0448
933,mdlA,G6248,ABC transporter family protein MdlA,b0448
934,mdlB,EG11622,,b0449
935,mdlB,EG11622,ABC transporter family protein MdlB,b0449
936,glnK,EG12191,,b0450
937,glnK,EG12191,nitrogen regulatory protein PII-2,b0450
938,amtB,EG11821,,b0451
939,amtB,EG11821,ammonium transporter,b0451
940,tesB,EG10995,,b0452
941,tesB,EG10995,acyl-CoA thioesterase II,b0452
942,ybaY,G6250,,b0453
943,ybaY,G6250,PF09619 family lipoprotein YbaY,b0453
944,ybaZ,G6251,,b0454
945,ybaZ,G6251,DNA base-flipping protein,b0454
946,ffs,EG30027,,b0455
947,ffs,EG30027,signal recognition particle 4.5S RNA,b0455
948,ybaA,EG11099,,b0456
949,ybaA,EG11099,DUF1428 domain-containing protein YbaA,b0456
950,pdeB,G6252,,b0457
951,pdeB,G6252,c-di-GMP phosphodiesterase PdeB,b0457
952,ylaC,G6253,,b0458
953,ylaC,G6253,putative inner membrane protein,b0458
954,maa,G58,,b0459
955,maa,G58,maltose O-acetyltransferase,b0459
956,hha,EG10439,,b0460
957,hha,EG10439,hemolysin expression-modulating protein Hha,b0460
958,tomB,EG12429,,b0461
959,tomB,EG12429,Hha toxicity modulator TomB,b0461
960,acrB,EG11704,,b0462
961,acrB,EG11704,multidrug efflux pump RND permease AcrB,b0462
962,acrA,EG11703,,b0463
963,acrA,EG11703,multidrug efflux pump membrane fusion lipoprotein AcrA,b0463
964,acrR,EG12116,,b0464
965,acrR,EG12116,DNA-binding transcriptional repressor AcrR,b0464
966,mscK,G6255,,b0465
967,mscK,G6255,"potassium dependent, small conductance mechanosensitive channel",b0465
968,ybaM,EG12830,,b0466
969,ybaM,EG12830,DUF2496 domain-containing protein YbaM,b0466
970,priC,EG10765,,b0467
971,priC,EG10765,primosomal replication protein N'',b0467
972,ybaN,EG12843,,b0468
973,ybaN,EG12843,DUF454 domain-containing inner membrane protein YbaN,b0468
974,apt,EG10051,,b0469
975,apt,EG10051,adenine phosphoribosyltransferase,b0469
976,dnaX,EG10245,,b0470
977,dnaX,EG10245,DNA polymerase III subunit tau,b0470
978,dnaX,EG10245,DNA polymerase III subunit gamma,b0470
979,ybaB,EG11100,,b0471
980,ybaB,EG11100,putative nucleoid-associated protein YbaB,b0471
981,recR,EG10834,,b0472
982,recR,EG10834,recombination mediator protein RecR,b0472
983,htpG,EG10461,,b0473
984,htpG,EG10461,chaperone protein HtpG,b0473
985,adk,EG10032,,b0474
986,adk,EG10032,adenylate kinase,b0474
987,hemH,EG10431,,b0475
988,hemH,EG10431,ferrochelatase,b0475
989,aes,EG11101,,b0476
990,aes,EG11101,acetylesterase,b0476
991,gsk,EG11102,,b0477
992,gsk,EG11102,inosine/guanosine kinase,b0477
993,ybaL,EG12623,,b0478
994,ybaL,EG12623,putative transporter YbaL,b0478
995,fsr,G6256,,b0479
996,fsr,G6256,fosmidomycin efflux pump,b0479
997,ushA,EG11060,,b0480
998,ushA,EG11060,5'-nucleotidase/UDP-sugar hydrolase,b0480
999,ybaK,EG12454,,b0481
1000,ybaK,EG12454,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,b0481
1001,chiX,G0-9382,,b4585
1002,chiX,G0-9382,small regulatory RNA ChiX,b4585
1003,ybaP,G6258,,b0482
1004,ybaP,G6258,TraB family protein YbaP,b0482
1005,ybaQ,G6259,,b0483
1006,ybaQ,G6259,DNA-binding transcriptional regulator YbaQ,b0483
1007,copA,G6260,,b0484
1008,copA,G6260,Cu(+) exporting P-type ATPase,b0484
1009,copA,G6260,soluble Cu(+) chaperone,b0484
1010,glsA,G6261,,b0485
1011,glsA,G6261,glutaminase 1,b0485
1012,ybaT,G6262,,b0486
1013,ybaT,G6262,putative transporter YbaT,b0486
1014,cueR,G6263,,b0487
1015,cueR,G6263,DNA-binding transcriptional dual regulator CueR,b0487
1016,ybbJ,G6264,,b0488
1017,ybbJ,G6264,NfeD-like family protein YbbJ,b0488
1018,qmcA,G6265,,b0489
1019,qmcA,G6265,PHB domain-containing protein QmcA,b0489
1020,fetA,G6266,,b0490
1021,fetA,G6266,putative iron ABC exporter ATP-binding subunit FetA,b0490
1022,fetB,G6267,,b0491
1023,fetB,G6267,putative iron ABC exporter membrane subunit FetB,b0491
1024,cnoX,G6268,,b0492
1025,cnoX,G6268,chaperedoxin,b0492
1026,ybbO,G6269,,b0493
1027,ybbO,G6269,NADP(+)-dependent aldehyde reductase YbbO,b0493
1028,tesA,EG11542,,b0494
1029,tesA,EG11542,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,b0494
1030,ybbA,EG11657,,b0495
1031,ybbA,EG11657,putative ABC transporter ATP-binding protein YbbA,b0495
1032,ybbP,G6270,,b0496
1033,ybbP,G6270,putative ABC transporter membrane subunit YbbP,b0496
1034,rhsD,EG10849,,b0497
1035,rhsD,EG10849,protein RhsD,b0497
1036,ybbC,EG11769,,b0498
1037,ybbC,EG11769,PF15631 family protein YbbC,b0498
1038,ylbH,G6271,,b0499
1039,ybbD,EG11770,,b0501
1040,ylbI,G0-16713,,b4632
1041,ylbG,G6273,,b0502
1042,ylbG,G6273,putative DNA-binding transcriptional regulator YlbG,b0502
1043,selU,EG11768,,b0503
1044,selU,EG11768,tRNA 2-selenouridine synthase,b0503
1045,allS,G6274,,b0504
1046,allS,G6274,DNA-binding transcriptional activator AllS,b0504
1047,allA,G6275,,b0505
1048,allA,G6275,ureidoglycolate lyase,b0505
1049,allR,G6276,,b0506
1050,allR,G6276,DNA-binding transcriptional repressor AllR,b0506
1051,allZ,G0-17106,,b4831
1052,allZ,G0-17106,small RNA AllZ,b4831
1053,gcl,EG11583,,b0507
1054,gcl,EG11583,glyoxylate carboligase,b0507
1055,hyi,G6277,,b0508
1056,hyi,G6277,hydroxypyruvate isomerase,b0508
1057,glxR,G6278,,b0509
1058,glxR,G6278,tartronate semialdehyde reductase 2,b0509
1059,ybbW,G6280,,b0511
1060,ybbW,G6280,putative allantoin transporter,b0511
1061,allB,G6281,,b0512
1062,allB,G6281,allantoinase,b0512
1063,ybbY,G6282,,b0513
1064,ybbY,G6282,putative purine transporter,b0513
1065,glxK,G6283,,b0514
1066,glxK,G6283,glycerate 2-kinase 2,b0514
1067,allE,G6284,,b0515
1068,allE,G6284,(S)-ureidoglycine aminohydrolase,b0515
1069,allC,G6285,,b0516
1070,allC,G6285,allantoate amidohydrolase,b0516
1071,allD,G6286,,b0517
1072,allD,G6286,ureidoglycolate dehydrogenase,b0517
1073,fdrA,G6287,,b0518
1074,fdrA,G6287,putative oxamate carbamoyltransferase FdrA,b0518
1075,ylbE,G6288,,b4572
1076,ylbE,G6288,DUF1116 domain-containing protein YlbE,b4572
1077,ylbF,G6289,,b0520
1078,ylbF,G6289,DUF2877 domain-containing protein YlbF,b0520
1079,ybcF,EG12384,,b0521
1080,ybcF,EG12384,putative carbamate kinase,b0521
1081,purK,EG10796,,b0522
1082,purK,EG10796,5-(carboxyamino)imidazole ribonucleotide synthase,b0522
1083,purE,EG10793,,b0523
1084,purE,EG10793,N(5)-carboxyaminoimidazole ribonucleotide mutase,b0523
1085,lpxH,EG12666,,b0524
1086,lpxH,EG12666,"UDP-2,3-diacylglucosamine diphosphatase",b0524
1087,ppiB,EG10758,,b0525
1088,ppiB,EG10758,peptidyl-prolyl cis-trans isomerase B,b0525
1089,cysS,EG10196,,b0526
1090,cysS,EG10196,cysteine--tRNA ligase,b0526
1091,ybcI,EG12708,,b0527
1092,ybcI,EG12708,PF04307 family inner membrane protein YbcI,b0527
1093,ybcJ,EG12879,,b0528
1094,ybcJ,EG12879,putative RNA-binding protein YbcJ,b0528
1095,folD,EG10328,,b0529
1096,folD,EG10328,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,b0529
1097,sfmA,G6290,,b0530
1098,sfmA,G6290,putative fimbrial protein SfmA,b0530
1099,sfmC,G6291,,b0531
1100,sfmC,G6291,putative fimbrial chaperone SfmC,b0531
1101,sfmD,G6292,,b0532
1102,sfmD,G6292,putative fimbrial usher protein SfmD,b0532
1103,sfmH,G6293,,b0533
1104,sfmH,G6293,putative fimbrial adhesin protein SfmH,b0533
1105,sfmF,EG12388,,b0534
1106,sfmF,EG12388,putative fimbrial protein SfmF,b0534
1107,fimZ,EG11103,,b0535
1108,fimZ,EG11103,putative LuxR family transcriptional regulator FimZ,b0535
1109,argU,EG30014,,b0536
1110,argU,EG30014,tRNA-Arg,b0536
1111,intD,EG10507,,b0537
1112,intD,EG10507,putative integrase,b0537
1113,xisD,G0-16717,,b4633
1114,exoD,G6295,,b0539
1115,peaD,G0-10555,,b4508
1116,renD,G6298,,b0542
1117,renD,G6298,protein RenD,b0542
1118,renD,GFRAG0-23,,b0542
1119,insE3,G6296,,b0540
1120,insE3,G6296,IS3 element protein InsE,b0540
1121,insF3,G6297,,b0541
1122,insF3,G6297,IS3 element protein InsF,b0541
1123,renD,GFRAG0-24,,b0542
1124,emrE,EG10629,,b0543
1125,emrE,EG10629,multidrug/betaine/choline efflux transporter EmrE,b0543
1126,ylcJ,G0-16728,,b4733
1127,ylcJ,G0-16728,protein YlcJ,b4733
