,genes_name,genes_id,genes_href
350,yzcX,G7802,https://biocyc.org/gene?orgid=ECOLI&id=G7802
351,sra,EG11508,https://biocyc.org/gene?orgid=ECOLI&id=EG11508
352,metK,EG10589,https://biocyc.org/gene?orgid=ECOLI&id=EG10589
353,yjdN,EG10712,https://biocyc.org/gene?orgid=ECOLI&id=EG10712
354,rpsS,EG10918,https://biocyc.org/gene?orgid=ECOLI&id=EG10918
355,pgm,EG12144,https://biocyc.org/gene?orgid=ECOLI&id=EG12144
356,yraQ,G7645,https://biocyc.org/gene?orgid=ECOLI&id=G7645
357,uidC,G6866,https://biocyc.org/gene?orgid=ECOLI&id=G6866
358,rpsC,EG10902,https://biocyc.org/gene?orgid=ECOLI&id=EG10902
359,otsA,EG11751,https://biocyc.org/gene?orgid=ECOLI&id=EG11751
360,yqgC,G7522,https://biocyc.org/gene?orgid=ECOLI&id=G7522
361,rplR,EG10879,https://biocyc.org/gene?orgid=ECOLI&id=EG10879
362,gcd,EG10369,https://biocyc.org/gene?orgid=ECOLI&id=EG10369
363,ygdI,G7453,https://biocyc.org/gene?orgid=ECOLI&id=G7453
364,pth,EG10785,https://biocyc.org/gene?orgid=ECOLI&id=EG10785
365,treR,EG12202,https://biocyc.org/gene?orgid=ECOLI&id=EG12202
366,yfgG,G7315,https://biocyc.org/gene?orgid=ECOLI&id=G7315
367,rpmJ,EG11232,https://biocyc.org/gene?orgid=ECOLI&id=EG11232
368,otsB,EG11752,https://biocyc.org/gene?orgid=ECOLI&id=EG11752
369,yfaQ,G7153,https://biocyc.org/gene?orgid=ECOLI&id=G7153
370,ynbB,G6728,https://biocyc.org/gene?orgid=ECOLI&id=G6728
371,rpsP,EG10915,https://biocyc.org/gene?orgid=ECOLI&id=EG10915
372,treA,EG11017,https://biocyc.org/gene?orgid=ECOLI&id=EG11017
373,yeaY,G6990,https://biocyc.org/gene?orgid=ECOLI&id=G6990
374,rplO,EG10876,https://biocyc.org/gene?orgid=ECOLI&id=EG10876
375,gntK,EG12629,https://biocyc.org/gene?orgid=ECOLI&id=EG12629
376,ydhI,G6883,https://biocyc.org/gene?orgid=ECOLI&id=G6883
377,lepA,EG10529,https://biocyc.org/gene?orgid=ECOLI&id=EG10529
378,treB,EG12127,https://biocyc.org/gene?orgid=ECOLI&id=EG12127
379,ycgZ,G6604,https://biocyc.org/gene?orgid=ECOLI&id=G6604
380,ynbC,G6729,https://biocyc.org/gene?orgid=ECOLI&id=G6729
381,rpsM,EG10912,https://biocyc.org/gene?orgid=ECOLI&id=EG10912
382,galU,EG11319,https://biocyc.org/gene?orgid=ECOLI&id=EG11319
383,lsrA,G6800,https://biocyc.org/gene?orgid=ECOLI&id=G6800
384,ycdZ,G6542,https://biocyc.org/gene?orgid=ECOLI&id=G6542
385,rpmE,EG10889,https://biocyc.org/gene?orgid=ECOLI&id=EG10889
386,agp,EG10033,https://biocyc.org/gene?orgid=ECOLI&id=EG10033
387,ybjH,G6441,https://biocyc.org/gene?orgid=ECOLI&id=G6441
388,ssuB,EG12358,https://biocyc.org/gene?orgid=ECOLI&id=EG12358
389,rplL,EG10873,https://biocyc.org/gene?orgid=ECOLI&id=EG10873
390,ycjU,G6655,https://biocyc.org/gene?orgid=ECOLI&id=G6655
391,thiQ,EG11572,https://biocyc.org/gene?orgid=ECOLI&id=EG11572
392,infA,EG10504,https://biocyc.org/gene?orgid=ECOLI&id=EG10504
393,ykgE,G6176,https://biocyc.org/gene?orgid=ECOLI&id=G6176
394,fepC,EG10295,https://biocyc.org/gene?orgid=ECOLI&id=EG10295
395,arfB,EG12354,https://biocyc.org/gene?orgid=ECOLI&id=EG12354
396,ythB,G0-17048,https://biocyc.org/gene?orgid=ECOLI&id=G0-17048
397,ydcT,G6752,https://biocyc.org/gene?orgid=ECOLI&id=G6752
398,pdeI,G6433,https://biocyc.org/gene?orgid=ECOLI&id=G6433
399,tufB,EG11037,https://biocyc.org/gene?orgid=ECOLI&id=EG11037
400,yqgH,G0-17031,https://biocyc.org/gene?orgid=ECOLI&id=G0-17031
401,pstB,EG10783,https://biocyc.org/gene?orgid=ECOLI&id=EG10783
402,rpmB,EG10886,https://biocyc.org/gene?orgid=ECOLI&id=EG10886
403,ybgV,G0-17014,https://biocyc.org/gene?orgid=ECOLI&id=G0-17014
404,gsiA,G6429,https://biocyc.org/gene?orgid=ECOLI&id=G6429
405,rplI,EG10870,https://biocyc.org/gene?orgid=ECOLI&id=EG10870
406,ymjE,G0-16737,https://biocyc.org/gene?orgid=ECOLI&id=G0-16737
407,phnC,EG10713,https://biocyc.org/gene?orgid=ECOLI&id=EG10713
408,rpmA,EG50002,https://biocyc.org/gene?orgid=ECOLI&id=EG50002
409,yabR,G0-16721,https://biocyc.org/gene?orgid=ECOLI&id=G0-16721
410,tauB,G6218,https://biocyc.org/gene?orgid=ECOLI&id=G6218
411,sfmD,G6292,https://biocyc.org/gene?orgid=ECOLI&id=G6292
412,prfC,EG12114,https://biocyc.org/gene?orgid=ECOLI&id=EG12114
413,yrhD,G0-10603,https://biocyc.org/gene?orgid=ECOLI&id=G0-10603
414,yehX,EG12010,https://biocyc.org/gene?orgid=ECOLI&id=EG12010
415,selB,EG10942,https://biocyc.org/gene?orgid=ECOLI&id=EG10942
416,ypfN,G0-10463,https://biocyc.org/gene?orgid=ECOLI&id=G0-10463
417,yehF,EG11992,https://biocyc.org/gene?orgid=ECOLI&id=EG11992
418,mglA,EG10592,https://biocyc.org/gene?orgid=ECOLI&id=EG10592
419,rpsG,EG10906,https://biocyc.org/gene?orgid=ECOLI&id=EG10906
420,yfiL,EG12446,https://biocyc.org/gene?orgid=ECOLI&id=EG12446
421,yhiN,EG12229,https://biocyc.org/gene?orgid=ECOLI&id=EG12229
422,gltL,EG12663,https://biocyc.org/gene?orgid=ECOLI&id=EG12663
423,rplW,EG10883,https://biocyc.org/gene?orgid=ECOLI&id=EG10883
424,lipA,EG11306,https://biocyc.org/gene?orgid=ECOLI&id=EG11306
425,ybbA,EG11657,https://biocyc.org/gene?orgid=ECOLI&id=EG11657
426,yafY,G6126,https://biocyc.org/gene?orgid=ECOLI&id=G6126
427,hpf,EG11681,https://biocyc.org/gene?orgid=ECOLI&id=EG11681
428,lipB,EG11591,https://biocyc.org/gene?orgid=ECOLI&id=EG11591
429,yicG,EG11683,https://biocyc.org/gene?orgid=ECOLI&id=EG11683
430,ynjD,G6951,https://biocyc.org/gene?orgid=ECOLI&id=G6951
431,rpsD,EG10903,https://biocyc.org/gene?orgid=ECOLI&id=EG10903
432,lplA,EG11796,https://biocyc.org/gene?orgid=ECOLI&id=EG11796
433,ytfR,EG12518,https://biocyc.org/gene?orgid=ECOLI&id=EG12518
434,rplS,EG10880,https://biocyc.org/gene?orgid=ECOLI&id=EG10880
435,yjiS,G7937,https://biocyc.org/gene?orgid=ECOLI&id=G7937
436,metN,EG11621,https://biocyc.org/gene?orgid=ECOLI&id=EG11621
437,rpsQ,EG10916,https://biocyc.org/gene?orgid=ECOLI&id=EG10916
438,yeiB,EG11290,https://biocyc.org/gene?orgid=ECOLI&id=EG11290
439,sokE,G0-17110,https://biocyc.org/gene?orgid=ECOLI&id=G0-17110
440,fhuC,EG10304,https://biocyc.org/gene?orgid=ECOLI&id=EG10304
441,rpsA,EG10900,https://biocyc.org/gene?orgid=ECOLI&id=EG10900
442,yzgL,G7752,https://biocyc.org/gene?orgid=ECOLI&id=G7752
443,ddpF,G6777,https://biocyc.org/gene?orgid=ECOLI&id=G6777
444,rplP,EG10877,https://biocyc.org/gene?orgid=ECOLI&id=EG10877
445,creD,EG10145,https://biocyc.org/gene?orgid=ECOLI&id=EG10145
446,yadG,EG12320,https://biocyc.org/gene?orgid=ECOLI&id=EG12320
447,prfA,EG10761,https://biocyc.org/gene?orgid=ECOLI&id=EG10761
448,ygjR,G7606,https://biocyc.org/gene?orgid=ECOLI&id=G7606
449,rbsA,EG10814,https://biocyc.org/gene?orgid=ECOLI&id=EG10814
450,raiA,EG11151,https://biocyc.org/gene?orgid=ECOLI&id=EG11151
451,ygfS,G7505,https://biocyc.org/gene?orgid=ECOLI&id=G7505
452,yoeJ,G0-17093,https://biocyc.org/gene?orgid=ECOLI&id=G0-17093
453,cysA,EG10183,https://biocyc.org/gene?orgid=ECOLI&id=EG10183
454,rpsN,EG10913,https://biocyc.org/gene?orgid=ECOLI&id=EG10913
455,ygcE,G7442,https://biocyc.org/gene?orgid=ECOLI&id=G7442
456,lolD,G6574,https://biocyc.org/gene?orgid=ECOLI&id=G6574
457,rpmF,EG10890,https://biocyc.org/gene?orgid=ECOLI&id=EG10890
458,yfeZ,G7268,https://biocyc.org/gene?orgid=ECOLI&id=G7268
459,xylG,EG12275,https://biocyc.org/gene?orgid=ECOLI&id=EG12275
460,rplM,EG10874,https://biocyc.org/gene?orgid=ECOLI&id=EG10874
461,yegV,G7132,https://biocyc.org/gene?orgid=ECOLI&id=G7132
462,potA,EG10749,https://biocyc.org/gene?orgid=ECOLI&id=EG10749
463,infB,EG10505,https://biocyc.org/gene?orgid=ECOLI&id=EG10505
464,ydjL,G6963,https://biocyc.org/gene?orgid=ECOLI&id=G6963
465,araG,EG10058,https://biocyc.org/gene?orgid=ECOLI&id=EG10058
466,naRNA1,G0-16694,https://biocyc.org/gene?orgid=ECOLI&id=G0-16694
467,yheS,EG12903,https://biocyc.org/gene?orgid=ECOLI&id=EG12903
468,fetA,G6266,https://biocyc.org/gene?orgid=ECOLI&id=G6266
469,rpsK,EG10910,https://biocyc.org/gene?orgid=ECOLI&id=EG10910
470,yejF,EG12041,https://biocyc.org/gene?orgid=ECOLI&id=EG12041
471,rpmC,EG10887,https://biocyc.org/gene?orgid=ECOLI&id=EG10887
472,cysM,EG10193,https://biocyc.org/gene?orgid=ECOLI&id=EG10193
473,oppD,EG10677,https://biocyc.org/gene?orgid=ECOLI&id=EG10677
474,fusA,EG10360,https://biocyc.org/gene?orgid=ECOLI&id=EG10360
475,cysB,EG10184,https://biocyc.org/gene?orgid=ECOLI&id=EG10184
476,mlaF,EG12801,https://biocyc.org/gene?orgid=ECOLI&id=EG12801
477,G0-10706,G0-10706,https://biocyc.org/gene?orgid=ECOLI&id=G0-10706
478,rmf,EG50004,https://biocyc.org/gene?orgid=ECOLI&id=EG50004
479,cbl,G7071,https://biocyc.org/gene?orgid=ECOLI&id=G7071
480,lptB,EG11680,https://biocyc.org/gene?orgid=ECOLI&id=EG11680
481,rbbA,EG12223,https://biocyc.org/gene?orgid=ECOLI&id=EG12223
482,cysE,EG10187,https://biocyc.org/gene?orgid=ECOLI&id=EG10187
483,znuC,G7018,https://biocyc.org/gene?orgid=ECOLI&id=G7018
484,tsf,EG11033,https://biocyc.org/gene?orgid=ECOLI&id=EG11033
485,cysK,EG10192,https://biocyc.org/gene?orgid=ECOLI&id=EG10192
486,artP,EG11624,https://biocyc.org/gene?orgid=ECOLI&id=EG11624
487,rplX,EG10884,https://biocyc.org/gene?orgid=ECOLI&id=EG10884
488,ddpD,G6778,https://biocyc.org/gene?orgid=ECOLI&id=G6778
489,ydaF,G0-10448,https://biocyc.org/gene?orgid=ECOLI&id=G0-10448
490,rplE,EG10868,https://biocyc.org/gene?orgid=ECOLI&id=EG10868
491,tcyN,EG12347,https://biocyc.org/gene?orgid=ECOLI&id=EG12347
492,rpsU,EG10920,https://biocyc.org/gene?orgid=ECOLI&id=EG10920
493,ugpC,EG11048,https://biocyc.org/gene?orgid=ECOLI&id=EG11048
494,rpsE,EG10904,https://biocyc.org/gene?orgid=ECOLI&id=EG10904
495,fecE,EG10290,https://biocyc.org/gene?orgid=ECOLI&id=EG10290
496,rplB,EG10865,https://biocyc.org/gene?orgid=ECOLI&id=EG10865
497,ycjV,G6656,https://biocyc.org/gene?orgid=ECOLI&id=G6656
498,nudK,EG12410,https://biocyc.org/gene?orgid=ECOLI&id=EG12410
499,rpsR,EG10917,https://biocyc.org/gene?orgid=ECOLI&id=EG10917
500,proV,EG10771,https://biocyc.org/gene?orgid=ECOLI&id=EG10771
501,rpsB,EG10901,https://biocyc.org/gene?orgid=ECOLI&id=EG10901
502,btuD,EG10128,https://biocyc.org/gene?orgid=ECOLI&id=EG10128
503,rplQ,EG10878,https://biocyc.org/gene?orgid=ECOLI&id=EG10878
504,ybhF,G6411,https://biocyc.org/gene?orgid=ECOLI&id=G6411
505,prfB,EG10762,https://biocyc.org/gene?orgid=ECOLI&id=EG10762
506,bcsE,EG12263,https://biocyc.org/gene?orgid=ECOLI&id=EG12263
507,oppF,EG10678,https://biocyc.org/gene?orgid=ECOLI&id=EG10678
508,rpmI,EG11231,https://biocyc.org/gene?orgid=ECOLI&id=EG11231
509,yhdZ,EG12837,https://biocyc.org/gene?orgid=ECOLI&id=EG12837
510,rpsO,EG10914,https://biocyc.org/gene?orgid=ECOLI&id=EG10914
511,alsA,EG11959,https://biocyc.org/gene?orgid=ECOLI&id=EG11959
512,rpmG,EG10891,https://biocyc.org/gene?orgid=ECOLI&id=EG10891
513,malK,EG10558,https://biocyc.org/gene?orgid=ECOLI&id=EG10558
514,rplN,EG10875,https://biocyc.org/gene?orgid=ECOLI&id=EG10875
515,yphE,G7341,https://biocyc.org/gene?orgid=ECOLI&id=G7341
516,yehS,EG12005,https://biocyc.org/gene?orgid=ECOLI&id=EG12005
517,infC,EG10506,https://biocyc.org/gene?orgid=ECOLI&id=EG10506
518,potG,EG11630,https://biocyc.org/gene?orgid=ECOLI&id=EG11630
519,accB,EG10275,https://biocyc.org/gene?orgid=ECOLI&id=EG10275
520,hisP,EG10452,https://biocyc.org/gene?orgid=ECOLI&id=EG10452
521,allE,G6284,https://biocyc.org/gene?orgid=ECOLI&id=G6284
522,allC,G6285,https://biocyc.org/gene?orgid=ECOLI&id=G6285
523,yiiQ,EG11874,https://biocyc.org/gene?orgid=ECOLI&id=EG11874
524,allA,G6275,https://biocyc.org/gene?orgid=ECOLI&id=G6275
525,allD,G6286,https://biocyc.org/gene?orgid=ECOLI&id=G6286
526,allB,G6281,https://biocyc.org/gene?orgid=ECOLI&id=G6281
527,yihY,EG11851,https://biocyc.org/gene?orgid=ECOLI&id=EG11851
528,opgC,G6552,https://biocyc.org/gene?orgid=ECOLI&id=G6552
529,opgG,EG11885,https://biocyc.org/gene?orgid=ECOLI&id=EG11885
530,sibA,G0-8884,https://biocyc.org/gene?orgid=ECOLI&id=G0-8884
531,yicH,EG11684,https://biocyc.org/gene?orgid=ECOLI&id=EG11684
532,rdlD,G0-9042,https://biocyc.org/gene?orgid=ECOLI&id=G0-9042
533,fnrS,G0-10677,https://biocyc.org/gene?orgid=ECOLI&id=G0-10677
534,micC,G0-8901,https://biocyc.org/gene?orgid=ECOLI&id=G0-8901
535,sibE,G0-10602,https://biocyc.org/gene?orgid=ECOLI&id=G0-10602
536,yjfK,G7848,https://biocyc.org/gene?orgid=ECOLI&id=G7848
537,sibB,G0-8885,https://biocyc.org/gene?orgid=ECOLI&id=G0-8885
538,dicF,EG31115,https://biocyc.org/gene?orgid=ECOLI&id=EG31115
539,cyaR,G0-8878,https://biocyc.org/gene?orgid=ECOLI&id=G0-8878
540,omrA,G0-8868,https://biocyc.org/gene?orgid=ECOLI&id=G0-8868
541,rmuC,EG11472,https://biocyc.org/gene?orgid=ECOLI&id=EG11472
542,dsrA,G7047,https://biocyc.org/gene?orgid=ECOLI&id=G7047
543,sibD,G0-8913,https://biocyc.org/gene?orgid=ECOLI&id=G0-8913
544,symR,G0-10610,https://biocyc.org/gene?orgid=ECOLI&id=G0-10610
545,sibC,G0-8886,https://biocyc.org/gene?orgid=ECOLI&id=G0-8886
546,php,G7731,https://biocyc.org/gene?orgid=ECOLI&id=G7731
547,omrB,G0-8882,https://biocyc.org/gene?orgid=ECOLI&id=G0-8882
548,ryhB,G0-8872,https://biocyc.org/gene?orgid=ECOLI&id=G0-8872
549,micA,G0-8866,https://biocyc.org/gene?orgid=ECOLI&id=G0-8866
550,gadY,G0-8914,https://biocyc.org/gene?orgid=ECOLI&id=G0-8914
551,ychA,EG11251,https://biocyc.org/gene?orgid=ECOLI&id=EG11251
552,mgrR,G0-10671,https://biocyc.org/gene?orgid=ECOLI&id=G0-10671
553,ohsC,G0-10598,https://biocyc.org/gene?orgid=ECOLI&id=G0-10598
554,higB,G7602,https://biocyc.org/gene?orgid=ECOLI&id=G7602
555,mcaS,G0-8899,https://biocyc.org/gene?orgid=ECOLI&id=G0-8899
556,yqjF,G7615,https://biocyc.org/gene?orgid=ECOLI&id=G7615
557,hfq,EG10438,https://biocyc.org/gene?orgid=ECOLI&id=EG10438
558,oxyS,EG31116,https://biocyc.org/gene?orgid=ECOLI&id=EG31116
559,relE,EG11131,https://biocyc.org/gene?orgid=ECOLI&id=EG11131
560,rplJ,EG10871,https://biocyc.org/gene?orgid=ECOLI&id=EG10871
561,modE,G6395,https://biocyc.org/gene?orgid=ECOLI&id=G6395
562,yfcA,EG11144,https://biocyc.org/gene?orgid=ECOLI&id=EG11144
563,yafO,G6117,https://biocyc.org/gene?orgid=ECOLI&id=G6117
564,fdhD,EG11859,https://biocyc.org/gene?orgid=ECOLI&id=EG11859
565,rprA,G0-8863,https://biocyc.org/gene?orgid=ECOLI&id=G0-8863
566,moaE,EG11598,https://biocyc.org/gene?orgid=ECOLI&id=EG11598
567,dksA,EG10230,https://biocyc.org/gene?orgid=ECOLI&id=EG10230
568,moaA,EG11595,https://biocyc.org/gene?orgid=ECOLI&id=EG11595
569,micF,EG30063,https://biocyc.org/gene?orgid=ECOLI&id=EG30063
570,moeA,EG10153,https://biocyc.org/gene?orgid=ECOLI&id=EG10153
571,ssnA,G7498,https://biocyc.org/gene?orgid=ECOLI&id=G7498
572,mazF,EG11249,https://biocyc.org/gene?orgid=ECOLI&id=EG11249
573,mocA,G7496,https://biocyc.org/gene?orgid=ECOLI&id=G7496
574,thrS,EG11001,https://biocyc.org/gene?orgid=ECOLI&id=EG11001
575,tusA,EG12216,https://biocyc.org/gene?orgid=ECOLI&id=EG12216
576,mqsR,G7572,https://biocyc.org/gene?orgid=ECOLI&id=G7572
577,moaC,EG11666,https://biocyc.org/gene?orgid=ECOLI&id=EG11666
578,glmZ,G0-8873,https://biocyc.org/gene?orgid=ECOLI&id=G0-8873
579,moaB,EG11596,https://biocyc.org/gene?orgid=ECOLI&id=EG11596
580,rlpA,EG10854,https://biocyc.org/gene?orgid=ECOLI&id=EG10854
581,frr,EG10335,https://biocyc.org/gene?orgid=ECOLI&id=EG10335
582,moeB,EG10154,https://biocyc.org/gene?orgid=ECOLI&id=EG10154
583,spf,EG30098,https://biocyc.org/gene?orgid=ECOLI&id=EG30098
584,modA,EG12427,https://biocyc.org/gene?orgid=ECOLI&id=EG12427
585,rsfS,EG11255,https://biocyc.org/gene?orgid=ECOLI&id=EG11255
586,mobA,EG11829,https://biocyc.org/gene?orgid=ECOLI&id=EG11829
587,secM,EG11087,https://biocyc.org/gene?orgid=ECOLI&id=EG11087
588,moaD,EG11597,https://biocyc.org/gene?orgid=ECOLI&id=EG11597
589,glmY,G0-8910,https://biocyc.org/gene?orgid=ECOLI&id=G0-8910
590,yqaE,G7396,https://biocyc.org/gene?orgid=ECOLI&id=G7396
591,mog,EG11511,https://biocyc.org/gene?orgid=ECOLI&id=EG11511
592,viaA,EG11730,https://biocyc.org/gene?orgid=ECOLI&id=EG11730
593,modC,EG10152,https://biocyc.org/gene?orgid=ECOLI&id=EG10152
594,iraD,G7923,https://biocyc.org/gene?orgid=ECOLI&id=G7923
595,tonB,EG11012,https://biocyc.org/gene?orgid=ECOLI&id=EG11012
596,yicC,EG11192,https://biocyc.org/gene?orgid=ECOLI&id=EG11192
597,exbB,EG10271,https://biocyc.org/gene?orgid=ECOLI&id=EG10271
598,mtfA,G7063,https://biocyc.org/gene?orgid=ECOLI&id=G7063
599,smrB,G7202,https://biocyc.org/gene?orgid=ECOLI&id=G7202
600,exbD,EG10272,https://biocyc.org/gene?orgid=ECOLI&id=EG10272
601,cpxQ,G0-16649,https://biocyc.org/gene?orgid=ECOLI&id=G0-16649
602,tatA,G7806,https://biocyc.org/gene?orgid=ECOLI&id=G7806
603,rpsH,EG10907,https://biocyc.org/gene?orgid=ECOLI&id=EG10907
604,acrB,EG11704,https://biocyc.org/gene?orgid=ECOLI&id=EG11704
605,rsxG,G6875,https://biocyc.org/gene?orgid=ECOLI&id=G6875
606,acrD,EG10014,https://biocyc.org/gene?orgid=ECOLI&id=EG10014
607,uof,G0-10580,https://biocyc.org/gene?orgid=ECOLI&id=G0-10580
608,cutC,G7024,https://biocyc.org/gene?orgid=ECOLI&id=G7024
609,tatB,G7808,https://biocyc.org/gene?orgid=ECOLI&id=G7808
610,csrD,EG10018,https://biocyc.org/gene?orgid=ECOLI&id=EG10018
611,setA,EG11754,https://biocyc.org/gene?orgid=ECOLI&id=EG11754
612,rsxB,G6872,https://biocyc.org/gene?orgid=ECOLI&id=G6872
613,tatE,EG11305,https://biocyc.org/gene?orgid=ECOLI&id=EG11305
614,proQ,EG12866,https://biocyc.org/gene?orgid=ECOLI&id=EG12866
615,mdtF,EG12241,https://biocyc.org/gene?orgid=ECOLI&id=EG12241
616,yeaC,G6964,https://biocyc.org/gene?orgid=ECOLI&id=G6964
617,iraM,G6600,https://biocyc.org/gene?orgid=ECOLI&id=G6600
618,tatC,EG11479,https://biocyc.org/gene?orgid=ECOLI&id=EG11479
619,rraA,EG11879,https://biocyc.org/gene?orgid=ECOLI&id=EG11879
620,csrB,G0-8785,https://biocyc.org/gene?orgid=ECOLI&id=G0-8785
621,iraP,EG11256,https://biocyc.org/gene?orgid=ECOLI&id=EG11256
622,mzrA,G7610,https://biocyc.org/gene?orgid=ECOLI&id=G7610
623,yneK,G6813,https://biocyc.org/gene?orgid=ECOLI&id=G6813
624,rirA,G0-16662,https://biocyc.org/gene?orgid=ECOLI&id=G0-16662
625,suhB,EG10983,https://biocyc.org/gene?orgid=ECOLI&id=EG10983
626,rsxE,G6876,https://biocyc.org/gene?orgid=ECOLI&id=G6876
627,rydC,G0-10592,https://biocyc.org/gene?orgid=ECOLI&id=G0-10592
628,ycjS,G6653,https://biocyc.org/gene?orgid=ECOLI&id=G6653
629,rplA,EG10864,https://biocyc.org/gene?orgid=ECOLI&id=EG10864
630,rsxC,G6873,https://biocyc.org/gene?orgid=ECOLI&id=G6873
631,ssrA,EG30100,https://biocyc.org/gene?orgid=ECOLI&id=EG30100
632,bluF,G6603,https://biocyc.org/gene?orgid=ECOLI&id=G6603
633,gfcB,G6507,https://biocyc.org/gene?orgid=ECOLI&id=G6507
634,chpB,EG12096,https://biocyc.org/gene?orgid=ECOLI&id=EG12096
635,gcvB,G0-8867,https://biocyc.org/gene?orgid=ECOLI&id=G0-8867
636,acnA,EG11325,https://biocyc.org/gene?orgid=ECOLI&id=EG11325
637,ybiT,G6423,https://biocyc.org/gene?orgid=ECOLI&id=G6423
638,rraB,G7885,https://biocyc.org/gene?orgid=ECOLI&id=G7885
639,pspH,G0-16700,https://biocyc.org/gene?orgid=ECOLI&id=G0-16700
640,sulA,EG10984,https://biocyc.org/gene?orgid=ECOLI&id=EG10984
641,rflP,G6925,https://biocyc.org/gene?orgid=ECOLI&id=G6925
642,sdsN,G0-10699,https://biocyc.org/gene?orgid=ECOLI&id=G0-10699
643,ybbO,G6269,https://biocyc.org/gene?orgid=ECOLI&id=G6269
644,rplT,EG10881,https://biocyc.org/gene?orgid=ECOLI&id=EG10881
645,rsxD,G6874,https://biocyc.org/gene?orgid=ECOLI&id=G6874
646,istR,G0-10201,https://biocyc.org/gene?orgid=ECOLI&id=G0-10201
647,yaeQ,G6098,https://biocyc.org/gene?orgid=ECOLI&id=G6098
648,rsxA,G6871,https://biocyc.org/gene?orgid=ECOLI&id=G6871
649,rapZ,EG12146,https://biocyc.org/gene?orgid=ECOLI&id=EG12146
650,bhsB,G0-17107,https://biocyc.org/gene?orgid=ECOLI&id=G0-17107
651,rcdA,G6444,https://biocyc.org/gene?orgid=ECOLI&id=G6444
652,ykfO,G0-17090,https://biocyc.org/gene?orgid=ECOLI&id=G0-17090
653,arpA,EG11208,https://biocyc.org/gene?orgid=ECOLI&id=EG11208
654,dctA,EG20044,https://biocyc.org/gene?orgid=ECOLI&id=EG20044
655,sfsA,EG10949,https://biocyc.org/gene?orgid=ECOLI&id=EG10949
656,ynfQ,G0-16689,https://biocyc.org/gene?orgid=ECOLI&id=G0-16689
657,yjjQ,G7947,https://biocyc.org/gene?orgid=ECOLI&id=G7947
658,yieP,EG11733,https://biocyc.org/gene?orgid=ECOLI&id=EG11733
659,obgE,G7656,https://biocyc.org/gene?orgid=ECOLI&id=G7656
660,yfeC,EG11431,https://biocyc.org/gene?orgid=ECOLI&id=EG11431
661,yqeI,G7467,https://biocyc.org/gene?orgid=ECOLI&id=G7467
662,yshB,G0-10657,https://biocyc.org/gene?orgid=ECOLI&id=G0-10657
663,ariR,G6606,https://biocyc.org/gene?orgid=ECOLI&id=G6606
664,ylbG,G6273,https://biocyc.org/gene?orgid=ECOLI&id=G6273
665,fumE,EG11162,https://biocyc.org/gene?orgid=ECOLI&id=EG11162
666,ybdD,G0-10438,https://biocyc.org/gene?orgid=ECOLI&id=G0-10438
667,dctR,EG11889,https://biocyc.org/gene?orgid=ECOLI&id=EG11889
668,phoU,EG10735,https://biocyc.org/gene?orgid=ECOLI&id=EG10735
669,tldD,G7689,https://biocyc.org/gene?orgid=ECOLI&id=G7689
670,mqsA,G7571,https://biocyc.org/gene?orgid=ECOLI&id=G7571
671,fliZ,EG11356,https://biocyc.org/gene?orgid=ECOLI&id=EG11356
672,ycaI,EG12375,https://biocyc.org/gene?orgid=ECOLI&id=EG12375
673,hicB,G6749,https://biocyc.org/gene?orgid=ECOLI&id=G6749
674,dgcC,EG11257,https://biocyc.org/gene?orgid=ECOLI&id=EG11257
675,rnk,G6337,https://biocyc.org/gene?orgid=ECOLI&id=G6337
676,yhjD,EG12248,https://biocyc.org/gene?orgid=ECOLI&id=EG12248
677,bfd,EG11181,https://biocyc.org/gene?orgid=ECOLI&id=EG11181
678,glnK,EG12191,https://biocyc.org/gene?orgid=ECOLI&id=EG12191
679,relA,EG10835,https://biocyc.org/gene?orgid=ECOLI&id=EG10835
680,yheO,G7715,https://biocyc.org/gene?orgid=ECOLI&id=G7715
681,ravA,EG11731,https://biocyc.org/gene?orgid=ECOLI&id=EG11731
682,yhdN,EG11970,https://biocyc.org/gene?orgid=ECOLI&id=EG11970
683,aer,G7595,https://biocyc.org/gene?orgid=ECOLI&id=G7595
684,uspA,EG11390,https://biocyc.org/gene?orgid=ECOLI&id=EG11390
685,cedA,G6936,https://biocyc.org/gene?orgid=ECOLI&id=G6936
686,wzzE,EG11295,https://biocyc.org/gene?orgid=ECOLI&id=EG11295
687,yddE,EG11825,https://biocyc.org/gene?orgid=ECOLI&id=EG11825
688,alaA,G7184,https://biocyc.org/gene?orgid=ECOLI&id=G7184
689,alaC,G7242,https://biocyc.org/gene?orgid=ECOLI&id=G7242
690,alr,EG10001,https://biocyc.org/gene?orgid=ECOLI&id=EG10001
691,gloB,G6099,https://biocyc.org/gene?orgid=ECOLI&id=G6099
692,smf,EG11604,https://biocyc.org/gene?orgid=ECOLI&id=EG11604
693,alaB,G0-9281,https://biocyc.org/gene?orgid=ECOLI&id=G0-9281
694,ydjG,G6958,https://biocyc.org/gene?orgid=ECOLI&id=G6958
695,avtA,EG10107,https://biocyc.org/gene?orgid=ECOLI&id=EG10107
696,gloC,G6475,https://biocyc.org/gene?orgid=ECOLI&id=G6475
697,stfZ,G0-17120,https://biocyc.org/gene?orgid=ECOLI&id=G0-17120
698,aldA,EG10035,https://biocyc.org/gene?orgid=ECOLI&id=EG10035
